Exp,Site,Hole,Core,CoreType,Section,TopDepth,BottomDepth,CuratedLength
GLAD9-PET06,3,C,28,E,2,73.57583044,74.9967335,1.5
GLAD9-PET06,3,C,28,E,3,74.9967335,76.41763656,1.5
GLAD9-PET06,3,C,28,E,9,76.41763656,76.465,0.05
GLAD9-PET06,3,C,29,E,1,76.465,77.80079882,1.505
GLAD9-PET06,3,C,29,E,2,77.80079882,79.13659763,1.505
GLAD9-PET06,3,C,29,E,3,79.13659763,79.43393491,0.335
GLAD9-PET06,3,C,29,E,9,79.43393491,79.465,0.035
GLAD9-PET06,3,C,30,E,1,79.465,79.60655395,0.15
GLAD9-PET06,3,C,30,E,2,79.60655395,81.0258682,1.504
GLAD9-PET06,3,C,30,E,3,81.0258682,82.44140768,1.5
GLAD9-PET06,3,C,30,E,9,82.44140768,82.465,0.025
GLAD9-PET06,3,C,31,E,1,82.465,83.83111195,1.505
GLAD9-PET06,3,C,31,E,2,83.83111195,85.19268533,1.5
GLAD9-PET06,3,C,31,E,3,85.19268533,85.42869138,0.26
GLAD9-PET06,3,C,31,E,9,85.42869138,85.465,0.04
GLAD9-PET06,3,C,32,E,1,85.465,86.96006579,1.515
GLAD9-PET06,3,C,32,E,2,86.96006579,88.45513158,1.515
GLAD9-PET06,3,C,32,E,9,88.45513158,88.465,0.01
GLAD9-PET06,3,C,33,E,1,88.465,89.155,0.69
GLAD9-PET06,3,C,33,E,9,89.155,89.247,0.092
GLAD9-PET06,4,A,1,H,1,0,1.226,1.226
GLAD9-PET06,4,A,1,H,2,1.226,2.166,0.94
GLAD9-PET06,4,A,1,H,9,2.166,2.186,0.02
GLAD9-PET06,4,A,2,H,1,2.17,3.641153846,1.53
GLAD9-PET06,4,A,2,H,2,3.641153846,4.987307692,1.4
GLAD9-PET06,4,A,2,H,3,4.987307692,5.064230769,0.08
GLAD9-PET06,4,A,2,H,9,5.064230769,5.17,0.11
GLAD9-PET06,4,A,3,H,1,5.17,6.67,1.5
GLAD9-PET06,4,A,3,H,2,6.67,7.72,1.05
GLAD9-PET06,4,A,3,H,9,7.72,7.89,0.17
GLAD9-PET06,4,A,4,H,1,8.17,9.675,1.505
GLAD9-PET06,4,A,4,H,2,9.675,11.088,1.413
GLAD9-PET06,4,A,4,H,9,11.088,11.152,0.064
GLAD9-PET06,4,A,5,H,1,11.17,12.67,1.5
GLAD9-PET06,4,A,5,H,2,12.67,14.04,1.37
GLAD9-PET06,4,A,5,H,9,14.04,14.08,0.04
GLAD9-PET06,4,A,6,H,1,14.17,15.675,1.505
GLAD9-PET06,4,A,6,H,2,15.675,17.035,1.36
GLAD9-PET06,4,A,6,H,9,17.035,17.045,0.01
GLAD9-PET06,4,A,7,H,1,17.17,18.675,1.505
GLAD9-PET06,4,A,7,H,2,18.675,20.085,1.41
GLAD9-PET06,4,A,7,H,9,20.085,20.095,0.01
GLAD9-PET06,4,A,8,H,1,20.17,21.675,1.505
GLAD9-PET06,4,A,8,H,2,21.675,23.11,1.435
GLAD9-PET06,4,A,8,H,9,23.11,23.148,0.038
GLAD9-PET06,4,A,9,H,1,23.17,24.66206874,1.505
GLAD9-PET06,4,A,9,H,2,24.66206874,26.0807733,1.431
GLAD9-PET06,4,A,9,H,9,26.0807733,26.17,0.09
GLAD9-PET06,4,A,10,H,1,26.17,27.67,1.5
GLAD9-PET06,4,A,10,H,2,27.67,29.075,1.405
GLAD9-PET06,4,A,10,H,9,29.075,29.135,0.06
GLAD9-PET06,4,A,11,H,1,29.17,30.675,1.505
GLAD9-PET06,4,A,11,H,2,30.675,32.1,1.425
GLAD9-PET06,4,A,11,H,9,32.1,32.155,0.055
GLAD9-PET06,4,A,12,H,1,32.17,33.675,1.505
GLAD9-PET06,4,A,12,H,2,33.675,35.09,1.415
GLAD9-PET06,4,A,12,H,9,35.09,35.105,0.015
GLAD9-PET06,4,A,13,H,1,35.17,35.30887324,0.145
GLAD9-PET06,4,A,13,H,2,35.30887324,36.00802817,0.73
GLAD9-PET06,4,A,13,H,3,36.00802817,37.45422535,1.51
GLAD9-PET06,4,A,13,H,9,37.45422535,37.55,0.1
GLAD9-PET06,4,A,14,E,1,37.55,38.89455033,1.505
GLAD9-PET06,4,A,14,E,2,38.89455033,40.23910066,1.505
GLAD9-PET06,4,A,14,E,3,40.23910066,40.50086361,0.293
GLAD9-PET06,4,A,14,E,9,40.50086361,40.55,0.055
GLAD9-PET06,4,A,15,E,1,40.55,42.04503311,1.505
GLAD9-PET06,4,A,15,E,2,42.04503311,43.52516556,1.49
GLAD9-PET06,4,A,15,E,9,43.52516556,43.55,0.025
GLAD9-PET06,4,A,16,E,1,43.55,45.047,1.497
GLAD9-PET06,4,A,16,E,2,45.047,46.367,1.32
GLAD9-PET06,4,A,16,E,9,46.367,46.517,0.15
GLAD9-PET06,4,A,17,E,1,46.55,47.85793743,1.505
GLAD9-PET06,4,A,17,E,2,47.85793743,49.16326767,1.502
GLAD9-PET06,4,A,17,E,3,49.16326767,49.47178447,0.355
GLAD9-PET06,4,A,17,E,9,49.47178447,49.55,0.09
GLAD9-PET06,4,A,18,E,1,49.55,50.46,0.91
GLAD9-PET06,4,A,18,E,2,50.46,51.324,0.864
GLAD9-PET06,4,A,18,E,9,51.324,51.374,0.05
GLAD9-PET06,4,A,19,E,9,52.55,52.6,0.05
GLAD9-PET06,4,A,20,E,1,55.55,55.84,0.29
GLAD9-PET06,4,A,20,E,9,55.84,55.88,0.04
GLAD9-PET06,4,A,21,E,1,58.55,60.06,1.51
GLAD9-PET06,4,A,21,E,2,60.06,61.025,0.965
GLAD9-PET06,4,A,21,E,9,61.025,61.135,0.11
GLAD9-PET06,4,A,22,E,1,61.55,62.985,1.435
GLAD9-PET06,4,A,22,E,9,62.985,63.095,0.11
GLAD9-PET06,4,A,23,H,9,64.55,64.56,0.01
GLAD9-PET06,4,A,24,E,1,64.55,64.985,0.435
GLAD9-PET06,4,A,24,E,9,64.985,65.065,0.08
GLAD9-PET06,4,B,2,H,1,3,4.53,1.53
GLAD9-PET06,4,B,2,H,2,4.53,5.775,1.245
GLAD9-PET06,4,B,2,H,9,5.775,5.855,0.08
GLAD9-PET06,4,B,3,H,1,6,7.495,1.495
GLAD9-PET06,4,B,3,H,2,7.495,8.91,1.415
GLAD9-PET06,4,B,3,H,9,8.91,9,0.09
GLAD9-PET06,4,B,4,H,1,9,10.49253731,1.5
GLAD9-PET06,4,B,4,H,2,10.49253731,11.86069652,1.375
GLAD9-PET06,4,B,4,H,9,11.86069652,12,0.14
GLAD9-PET06,4,B,5,H,1,12,12.74013158,0.75
GLAD9-PET06,4,B,5,H,2,12.74013158,13.54934211,0.82
GLAD9-PET06,4,B,5,H,3,13.54934211,14.90131579,1.37
GLAD9-PET06,4,B,5,H,9,14.90131579,15,0.1
GLAD9-PET06,4,B,6,H,1,15,16.495,1.495
GLAD9-PET06,4,B,6,H,2,16.495,17.925,1.43
GLAD9-PET06,4,B,6,H,9,17.925,17.955,0.03
GLAD9-PET06,4,B,7,H,1,18,19.503,1.503
GLAD9-PET06,4,B,7,H,2,19.503,20.883,1.38
GLAD9-PET06,4,B,7,H,3,20.883,20.933,0.05
GLAD9-PET06,4,B,7,H,9,20.933,20.963,0.03
GLAD9-PET06,4,B,8,H,1,21,22.5,1.5
GLAD9-PET06,4,B,8,H,2,22.5,23.91,1.41
GLAD9-PET06,4,B,8,H,9,23.91,23.975,0.065
GLAD9-PET06,4,B,9,H,1,24,25.505,1.505
GLAD9-PET06,4,B,9,H,2,25.505,26.87,1.365
GLAD9-PET06,4,B,9,H,3,26.87,26.92,0.05
GLAD9-PET06,4,B,9,H,9,26.92,26.995,0.075
GLAD9-PET06,4,B,10,H,1,27,28.43452183,1.435
GLAD9-PET06,4,B,10,H,2,28.43452183,29.90003332,1.466
GLAD9-PET06,4,B,10,H,3,29.90003332,29.95001666,0.05
GLAD9-PET06,4,B,10,H,9,29.95001666,30,0.05
GLAD9-PET06,4,B,11,H,1,30,31.4893617,1.5
GLAD9-PET06,4,B,11,H,2,31.4893617,32.70070922,1.22
GLAD9-PET06,4,B,11,H,9,32.70070922,32.8,0.1
GLAD9-PET06,4,B,12,E,1,32.8,34.3,1.5
GLAD9-PET06,4,B,12,E,2,34.3,35.365,1.065
GLAD9-PET06,4,B,12,E,9,35.365,35.375,0.01
GLAD9-PET06,4,B,13,E,1,35.38,36.84411483,1.53
GLAD9-PET06,4,B,13,E,2,36.84411483,38.2938756,1.515
GLAD9-PET06,4,B,13,E,9,38.2938756,38.38,0.09
GLAD9-PET06,4,B,14,E,1,38.38,39.885,1.505
GLAD9-PET06,4,B,14,E,2,39.885,41.232,1.347
GLAD9-PET06,4,B,14,E,3,41.232,41.282,0.05
GLAD9-PET06,4,B,14,E,9,41.282,41.332,0.05
GLAD9-PET06,4,B,15,E,1,41.38,42.68115274,1.505
GLAD9-PET06,4,B,15,E,2,42.68115274,43.98230548,1.505
GLAD9-PET06,4,B,15,E,3,43.98230548,44.2762536,0.34
GLAD9-PET06,4,B,15,E,9,44.2762536,44.38,0.12
GLAD9-PET06,4,B,16,E,1,44.38,44.535,0.155
GLAD9-PET06,4,B,16,E,9,44.535,44.615,0.08
GLAD9-PET06,4,B,18,E,1,45.78,45.94,0.16
GLAD9-PET06,4,B,18,E,9,45.94,45.96,0.02
GLAD9-PET06,4,C,1,H,1,0,1.115,1.115
GLAD9-PET06,4,C,1,H,2,1.115,1.64,0.525
GLAD9-PET06,4,C,1,H,9,1.64,1.67,0.03
GLAD9-PET06,4,C,2,H,1,1.67,3.195,1.525
GLAD9-PET06,4,C,2,H,2,3.195,4.55,1.355
GLAD9-PET06,4,C,2,H,9,4.55,4.64,0.09
GLAD9-PET06,4,C,3,H,1,4.67,6.16801061,1.506
GLAD9-PET06,4,C,3,H,2,6.16801061,7.600371353,1.44
GLAD9-PET06,4,C,3,H,9,7.600371353,7.67,0.07
GLAD9-PET06,4,C,4,H,1,7.67,9.185,1.515
GLAD9-PET06,4,C,4,H,2,9.185,10.63,1.445
GLAD9-PET06,4,C,4,H,9,10.63,10.67,0.04
GLAD9-PET06,4,C,5,H,1,10.67,12.185,1.515
GLAD9-PET06,4,C,5,H,2,12.185,13.615,1.43
GLAD9-PET06,4,C,6,H,1,13.67,15.175,1.505
GLAD9-PET06,4,C,6,H,2,15.175,16.575,1.4
GLAD9-PET06,4,C,6,H,9,16.575,16.595,0.02
GLAD9-PET06,4,C,7,H,1,16.67,18.175,1.505
GLAD9-PET06,4,C,7,H,2,18.175,19.6,1.425
GLAD9-PET06,4,C,7,H,9,19.6,19.62,0.02
GLAD9-PET06,4,C,8,H,1,19.67,21.17,1.5
GLAD9-PET06,4,C,8,H,2,21.17,22.59,1.42
GLAD9-PET06,4,C,8,H,9,22.59,22.62,0.03
GLAD9-PET06,4,C,9,H,1,22.67,24.085,1.415
GLAD9-PET06,4,C,9,H,2,24.085,24.35,0.265
GLAD9-PET06,4,C,9,H,9,24.35,24.37,0.02
GLAD9-PET06,6,A,1,H,1,0,1.51,1.51
GLAD9-PET06,6,A,1,H,2,1.51,2.88,1.37
GLAD9-PET06,6,A,1,H,9,2.88,2.93,0.05
GLAD9-PET06,6,A,2,H,1,3,4.29,1.29
GLAD9-PET06,6,A,2,H,2,4.29,5.59,1.3
GLAD9-PET06,6,A,2,H,3,5.59,5.81,0.22
GLAD9-PET06,6,A,2,H,9,5.81,5.94,0.13
GLAD9-PET06,6,A,3,H,1,6,7.5,1.5
GLAD9-PET06,6,A,3,H,2,7.5,8.875,1.375
GLAD9-PET06,6,A,3,H,9,8.875,8.925,0.05
GLAD9-PET06,6,A,4,H,1,9,10.51,1.51
GLAD9-PET06,6,A,4,H,2,10.51,11.92,1.41
GLAD9-PET06,6,A,4,H,9,11.92,11.94,0.02
GLAD9-PET06,6,A,5,H,1,12,13.47,1.47
GLAD9-PET06,6,A,5,H,2,13.47,14.84,1.37
GLAD9-PET06,6,A,5,H,9,14.84,14.87,0.03
GLAD9-PET06,6,A,6,H,1,15,16.51,1.51
GLAD9-PET06,6,A,6,H,2,16.51,17.81,1.3
GLAD9-PET06,6,A,6,H,9,17.81,17.865,0.055
GLAD9-PET06,6,A,7,H,1,18,19.515,1.515
GLAD9-PET06,6,A,7,H,2,19.515,20.81,1.295
GLAD9-PET06,6,A,7,H,9,20.81,20.92,0.11
GLAD9-PET06,6,A,8,H,1,21,22.51,1.51
GLAD9-PET06,6,A,8,H,2,22.51,23.93,1.42
GLAD9-PET06,6,A,8,H,9,23.93,23.94,0.01
GLAD9-PET06,6,A,9,H,1,24,25.48051948,1.52
GLAD9-PET06,6,A,9,H,2,25.48051948,26.91233766,1.47
GLAD9-PET06,6,A,9,H,9,26.91233766,27,0.09
GLAD9-PET06,6,A,10,H,1,27,28.5124792,1.515
GLAD9-PET06,6,A,10,H,2,28.5124792,29.92013311,1.41
GLAD9-PET06,6,A,10,H,9,29.92013311,30,0.08
GLAD9-PET06,6,A,11,H,1,30,31.51,1.51
GLAD9-PET06,6,A,11,H,2,31.51,32.97,1.46
GLAD9-PET06,6,A,11,H,9,32.97,33,0.03
GLAD9-PET06,6,A,12,H,1,33,34.50496689,1.515
GLAD9-PET06,6,A,12,H,2,34.50496689,35.94039735,1.445
GLAD9-PET06,6,A,12,H,9,35.94039735,36,0.06
GLAD9-PET06,6,A,13,H,1,36,37.50498339,1.51
GLAD9-PET06,6,A,13,H,2,37.50498339,38.99003322,1.49
GLAD9-PET06,6,A,13,H,9,38.99003322,39,0.01
GLAD9-PET06,6,A,14,H,1,39,40.5,1.5
GLAD9-PET06,6,A,14,H,2,40.5,41.74,1.24
GLAD9-PET06,6,A,14,H,9,41.74,41.77,0.03
GLAD9-PET06,6,A,15,H,1,42,43.51,1.51
GLAD9-PET06,6,A,15,H,2,43.51,44.97,1.46
GLAD9-PET06,6,A,15,H,9,44.97,44.98,0.01
GLAD9-PET06,6,A,16,H,1,45,46.505,1.505
GLAD9-PET06,6,A,16,H,2,46.505,47.605,1.1
GLAD9-PET06,6,A,16,H,9,47.605,47.625,0.02
GLAD9-PET06,6,A,17,H,1,48,48.88,0.88
GLAD9-PET06,6,A,17,H,2,48.88,49.61,0.73
GLAD9-PET06,6,A,17,H,9,49.61,49.63,0.02
GLAD9-PET06,6,A,18,E,1,51,51.30172414,0.35
GLAD9-PET06,6,A,18,E,2,51.30172414,52.61206897,1.52
GLAD9-PET06,6,A,18,E,3,52.61206897,53.92241379,1.52
GLAD9-PET06,6,A,18,E,9,53.92241379,54,0.09
GLAD9-PET06,6,A,19,E,1,54,55.46,1.46
GLAD9-PET06,6,A,19,E,2,55.46,56.87,1.41
GLAD9-PET06,6,A,19,E,9,56.87,56.98,0.11
GLAD9-PET06,6,A,20,E,1,57,58.51,1.51
GLAD9-PET06,6,A,20,E,2,58.51,59.87,1.36
GLAD9-PET06,6,A,20,E,9,59.87,59.88,0.01
GLAD9-PET06,6,A,21,E,1,60,61.49508197,1.52
GLAD9-PET06,6,A,21,E,2,61.49508197,62.99016393,1.52
GLAD9-PET06,6,A,21,E,9,62.99016393,63,0.01
GLAD9-PET06,6,A,22,E,1,63,64.49509804,1.525
GLAD9-PET06,6,A,22,E,2,64.49509804,65.99019608,1.525
GLAD9-PET06,6,A,22,E,9,65.99019608,66,0.01
GLAD9-PET06,6,A,23,E,1,66,67.5,1.515
GLAD9-PET06,6,A,23,E,2,67.5,68.99009901,1.505
GLAD9-PET06,6,A,23,E,9,68.99009901,69,0.01
GLAD9-PET06,6,A,24,E,1,69,70.505,1.505
GLAD9-PET06,6,A,24,E,2,70.505,71.955,1.45
GLAD9-PET06,6,A,24,E,9,71.955,71.965,0.01
GLAD9-PET06,6,A,25,E,1,72,72.305,0.305
GLAD9-PET06,6,A,25,E,9,72.305,72.315,0.01
GLAD9-PET06,6,B,1,H,1,0.1,0.69,0.59
GLAD9-PET06,6,B,1,H,2,0.69,1.94,1.25
GLAD9-PET06,6,B,1,H,9,1.94,1.95,0.01
GLAD9-PET06,6,B,2,H,1,1.95,3.420198675,1.48
GLAD9-PET06,6,B,2,H,2,3.420198675,4.860596026,1.45
GLAD9-PET06,6,B,2,H,9,4.860596026,4.95,0.09
GLAD9-PET06,6,B,3,H,1,4.95,6.459933775,1.52
GLAD9-PET06,6,B,3,H,2,6.459933775,7.870529801,1.42
GLAD9-PET06,6,B,3,H,9,7.870529801,7.95,0.08
GLAD9-PET06,6,B,4,H,1,7.95,9.445,1.495
GLAD9-PET06,6,B,4,H,2,9.445,10.815,1.37
GLAD9-PET06,6,B,4,H,9,10.815,10.845,0.03
GLAD9-PET06,6,B,5,H,1,10.95,12.34,1.39
GLAD9-PET06,6,B,5,H,2,12.34,13.82,1.48
GLAD9-PET06,6,B,5,H,9,13.82,13.86,0.04
GLAD9-PET06,6,B,6,H,1,13.95,15.44,1.49
GLAD9-PET06,6,B,6,H,2,15.44,16.81,1.37
GLAD9-PET06,6,B,6,H,9,16.81,16.92,0.11
GLAD9-PET06,6,B,7,H,1,16.95,18.463,1.513
GLAD9-PET06,6,B,7,H,2,18.463,19.828,1.365
GLAD9-PET06,6,B,7,H,9,19.828,19.858,0.03
GLAD9-PET06,6,B,8,H,1,19.95,21.44352805,1.5
GLAD9-PET06,6,B,8,H,2,21.44352805,22.84047461,1.403
GLAD9-PET06,6,B,8,H,9,22.84047461,22.95,0.11
GLAD9-PET06,6,B,9,H,1,22.95,24.41787479,1.485
GLAD9-PET06,6,B,9,H,2,24.41787479,25.87092257,1.47
GLAD9-PET06,6,B,9,H,9,25.87092257,25.95,0.08
GLAD9-PET06,6,B,10,H,1,25.95,27.45743802,1.52
GLAD9-PET06,6,B,10,H,2,27.45743802,28.89049587,1.445
GLAD9-PET06,6,B,10,H,9,28.89049587,28.95,0.06
GLAD9-PET06,6,B,11,H,1,28.95,30.47231405,1.535
GLAD9-PET06,6,B,11,H,2,30.47231405,31.92024793,1.46
GLAD9-PET06,6,B,11,H,9,31.92024793,31.95,0.03
GLAD9-PET06,6,B,12,H,1,31.95,33.44,1.49
GLAD9-PET06,6,B,12,H,2,33.44,34.91,1.47
GLAD9-PET06,6,B,12,H,9,34.91,34.95,0.04
GLAD9-PET06,6,B,13,H,1,34.95,36.44,1.49
GLAD9-PET06,6,B,13,H,2,36.44,37.02,0.58
GLAD9-PET06,6,B,13,H,9,37.02,37.06,0.04
GLAD9-PET06,6,B,14,H,1,37.95,39.44750416,1.5
GLAD9-PET06,6,B,14,H,2,39.44750416,40.91006656,1.465
GLAD9-PET06,6,B,14,H,9,40.91006656,40.95,0.04
GLAD9-PET06,6,B,15,H,1,40.95,42.435,1.485
GLAD9-PET06,6,B,15,H,2,42.435,43.9,1.465
GLAD9-PET06,6,B,15,H,9,43.9,43.945,0.045
GLAD9-PET06,6,B,16,H,1,43.95,45.43,1.48
GLAD9-PET06,6,B,16,H,2,45.43,46.745,1.315
GLAD9-PET06,6,B,16,H,9,46.745,46.825,0.08
GLAD9-PET06,6,B,17,H,1,46.95,48.4,1.45
GLAD9-PET06,6,B,17,H,2,48.4,49.7,1.3
GLAD9-PET06,6,B,17,H,3,49.7,49.811,0.111
GLAD9-PET06,6,B,17,H,9,49.811,49.821,0.01
GLAD9-PET06,6,B,18,E,1,49.95,51.35816327,1.495
GLAD9-PET06,6,B,18,E,2,51.35816327,52.77574568,1.505
GLAD9-PET06,6,B,18,E,3,52.77574568,52.9311617,0.165
GLAD9-PET06,6,B,18,E,9,52.9311617,52.95,0.02
GLAD9-PET06,6,B,19,E,1,52.95,54.27106038,1.495
GLAD9-PET06,6,B,19,E,2,54.27106038,55.60095729,1.505
GLAD9-PET06,6,B,19,E,3,55.60095729,55.88814433,0.325
GLAD9-PET06,6,B,19,E,9,55.88814433,55.95,0.07
GLAD9-PET06,6,B,20,E,1,55.95,55.95860338,0.01
GLAD9-PET06,6,B,20,E,2,55.95860338,57.25083166,1.502
GLAD9-PET06,6,B,20,E,3,57.25083166,58.54133926,1.5
GLAD9-PET06,6,B,20,E,4,58.54133926,58.86826785,0.38
GLAD9-PET06,6,B,20,E,9,58.86826785,58.95,0.095
GLAD9-PET06,6,B,21,E,1,58.95,59.22685325,0.305
GLAD9-PET06,6,B,21,E,2,59.22685325,60.58388805,1.495
GLAD9-PET06,6,B,21,E,3,60.58388805,61.90461422,1.455
GLAD9-PET06,6,B,21,E,9,61.90461422,61.95,0.05
GLAD9-PET06,6,B,22,E,1,61.95,63.33967136,1.48
GLAD9-PET06,6,B,22,E,2,63.33967136,64.74342723,1.495
GLAD9-PET06,6,B,22,E,3,64.74342723,64.94061033,0.21
GLAD9-PET06,6,B,22,E,9,64.94061033,64.95,0.01
GLAD9-PET06,6,B,23,E,1,64.95,65.74,0.79
GLAD9-PET06,6,B,23,E,9,65.74,65.77,0.03
GLAD9-PET06,6,C,1,H,1,0.28,1.74,1.46
GLAD9-PET06,6,C,1,H,2,1.74,3.115,1.375
GLAD9-PET06,6,C,1,H,9,3.115,3.155,0.04
GLAD9-PET06,6,C,2,H,1,3.28,4.753083197,1.505
GLAD9-PET06,6,C,2,H,2,4.753083197,6.142969005,1.42
GLAD9-PET06,6,C,2,H,9,6.142969005,6.28,0.14
GLAD9-PET06,6,C,3,H,1,6.28,7.77,1.49
GLAD9-PET06,6,C,3,H,2,7.77,9.155,1.385
GLAD9-PET06,6,C,3,H,9,9.155,9.215,0.06
GLAD9-PET06,6,C,4,H,1,9.28,10.772,1.492
GLAD9-PET06,6,C,4,H,2,10.772,12.152,1.38
GLAD9-PET06,6,C,4,H,9,12.152,12.182,0.03
GLAD9-PET06,6,C,5,H,1,12.28,13.767,1.487
GLAD9-PET06,6,C,5,H,2,13.767,15.172,1.405
GLAD9-PET06,6,C,5,H,9,15.172,15.212,0.04
GLAD9-PET06,6,C,6,H,1,15.28,16.78,1.5
GLAD9-PET06,6,C,6,H,2,16.78,18.14,1.36
GLAD9-PET06,6,C,6,H,9,18.14,18.18,0.04
GLAD9-PET06,6,C,7,H,1,18.28,19.73,1.45
GLAD9-PET06,6,C,7,H,2,19.73,21.18,1.45
GLAD9-PET06,6,C,7,H,9,21.18,21.21,0.03
GLAD9-PET06,6,C,8,H,1,21.28,22.75,1.47
GLAD9-PET06,6,C,8,H,2,22.75,24.195,1.445
GLAD9-PET06,6,C,8,H,9,24.195,24.225,0.03
GLAD9-PET06,6,C,9,H,1,24.28,25.785,1.505
GLAD9-PET06,6,C,9,H,2,25.785,27.17,1.385
GLAD9-PET06,6,C,9,H,9,27.17,27.225,0.055
GLAD9-PET06,6,C,10,H,1,27.28,28.7554902,1.505
GLAD9-PET06,6,C,10,H,2,28.7554902,30.19666667,1.47
GLAD9-PET06,6,C,10,H,9,30.19666667,30.28,0.085
GLAD9-PET06,6,C,11,H,1,30.28,31.76006645,1.485
GLAD9-PET06,6,C,11,H,2,31.76006645,33.21521595,1.46
GLAD9-PET06,6,C,11,H,9,33.21521595,33.28,0.065
GLAD9-PET06,6,C,12,H,1,33.28,34.775,1.495
GLAD9-PET06,6,C,12,H,2,34.775,36.245,1.47
GLAD9-PET06,6,C,12,H,9,36.245,36.275,0.03
GLAD9-PET06,6,C,13,H,1,36.28,37.7554902,1.505
GLAD9-PET06,6,C,13,H,2,37.7554902,39.19666667,1.47
GLAD9-PET06,6,C,13,H,9,39.19666667,39.28,0.085
GLAD9-PET06,6,C,14,H,1,39.28,40.78,1.5
GLAD9-PET06,6,C,14,H,2,40.78,42.22,1.44
GLAD9-PET06,6,C,14,H,9,42.22,42.23,0.01
GLAD9-PET06,6,C,15,H,1,42.28,43.79,1.51
GLAD9-PET06,6,C,15,H,2,43.79,45.19,1.4
GLAD9-PET06,6,C,15,H,9,45.19,45.22,0.03
GLAD9-PET06,6,C,16,H,1,45.28,46.79,1.51
GLAD9-PET06,6,C,16,H,2,46.79,48.155,1.365
GLAD9-PET06,6,C,16,H,9,48.155,48.195,0.04
GLAD9-PET06,6,C,17,E,1,48.28,49.79,1.51
GLAD9-PET06,6,C,17,E,2,49.79,50.77,0.98
GLAD9-PET06,6,C,17,E,9,50.77,50.86,0.09
GLAD9-PET06,6,C,18,E,9,51.28,51.46,0.18
GLAD9-PET06,6,C,19,E,1,52.78,53.21721973,0.65
GLAD9-PET06,6,C,19,E,2,53.21721973,54.22618834,1.5
GLAD9-PET06,6,C,19,E,9,54.22618834,54.28,0.08
GLAD9-PET06,6,C,20,E,1,54.28,55.45,1.17
GLAD9-PET06,6,C,20,E,2,55.45,56.65,1.2
GLAD9-PET06,6,C,20,E,9,56.65,56.73,0.08
GLAD9-PET06,6,C,21,E,1,57.28,58.64196319,1.48
GLAD9-PET06,6,C,21,E,2,58.64196319,60.03153374,1.51
GLAD9-PET06,6,C,21,E,3,60.03153374,60.22478528,0.21
GLAD9-PET06,6,C,21,E,9,60.22478528,60.28,0.06
GLAD9-PET06,6,C,22,E,1,60.28,60.46575851,0.2
GLAD9-PET06,6,C,22,E,2,60.46575851,61.86823529,1.51
GLAD9-PET06,6,C,22,E,3,61.86823529,63.26142415,1.5
GLAD9-PET06,6,C,22,E,9,63.26142415,63.28,0.02
GLAD9-PET06,6,C,23,E,1,63.28,63.38543131,0.11
GLAD9-PET06,6,C,23,E,2,63.38543131,64.82313099,1.5
GLAD9-PET06,6,C,23,E,3,64.82313099,66.26083067,1.5
GLAD9-PET06,6,C,23,E,9,66.26083067,66.28,0.02
GLAD9-PET06,6,C,24,E,1,66.28,66.715,0.435
GLAD9-PET06,6,C,24,E,9,66.715,66.755,0.04
GLAD9-PET06,7,A,1,H,1,0,0.705,0.705
GLAD9-PET06,7,A,1,H,9,0.705,0.725,0.02
GLAD9-PET06,7,A,2,H,1,0.725,2.23,1.505
GLAD9-PET06,7,A,2,H,2,2.23,3.54,1.31
GLAD9-PET06,7,A,2,H,9,3.54,3.59,0.05
GLAD9-PET06,7,A,3,H,1,3.725,5.005,1.28
GLAD9-PET06,7,A,3,H,2,5.005,6.51,1.505
GLAD9-PET06,7,A,3,H,9,6.51,6.58,0.07
GLAD9-PET06,7,A,4,H,1,6.725,8.23,1.505
GLAD9-PET06,7,A,4,H,2,8.23,8.59,0.36
GLAD9-PET06,7,A,4,H,9,8.59,8.61,0.02
GLAD9-PET06,7,A,5,E,1,9.725,10.72,0.995
GLAD9-PET06,7,A,5,E,9,10.72,10.8,0.08
GLAD9-PET06,7,A,6,H,1,10.825,11.9,1.075
GLAD9-PET06,7,A,6,H,2,11.9,13.4,1.5
GLAD9-PET06,7,A,6,H,9,13.4,13.47,0.07
GLAD9-PET06,7,A,7,H,1,13.495,14.995998,1.504
GLAD9-PET06,7,A,7,H,2,14.995998,15.48501996,0.49
GLAD9-PET06,7,A,7,H,9,15.48501996,15.495,0.01
GLAD9-PET06,7,A,8,H,1,15.495,16.97,1.475
GLAD9-PET06,7,A,8,H,9,16.97,17.06,0.09
GLAD9-PET06,7,A,9,H,1,17.195,18.15403614,0.995
GLAD9-PET06,7,A,9,H,2,18.15403614,19.18054217,1.065
GLAD9-PET06,7,A,9,H,9,19.18054217,19.195,0.015
GLAD9-PET06,7,A,10,H,1,19.195,19.77532787,0.59
GLAD9-PET06,7,A,10,H,9,19.77532787,19.795,0.02
GLAD9-PET06,7,A,11,H,9,19.795,19.845,0.05
GLAD9-PET06,7,A,12,E,1,19.845,20.145,0.3
GLAD9-PET06,7,A,12,E,9,20.145,20.195,0.05
GLAD9-PET06,7,A,13,A,1,21.345,21.545,0.2
GLAD9-PET06,7,A,13,A,9,21.545,21.635,0.09
GLAD9-PET06,7,A,14,H,1,24.345,25.855,1.51
GLAD9-PET06,7,A,14,H,2,25.855,27.191,1.336
GLAD9-PET06,7,A,14,H,9,27.191,27.201,0.01
